id_letter_dim,letter_pg_title,letter_text,letter_note,
246,Spider\\\'s Web,NULL,NULL,
247,Spider\\\'s Web,NULL,NULL,
248,let\\\'s visit the X-Men,NULL,NULL,
249,let\\\'s visit the X-Men,NULL,NULL,
250,let\\\'s visit the X-Men,NULL,NULL,
251,let\\\'s visit the X-Men,NULL,NULL,
252,let\\\'s visit the X-Men,NULL,NULL,
253,let\\\'s visit the X-Men,NULL,NULL,
254,let\\\'s visit the X-Men,NULL,NULL,
255,let\\\'s visit the X-Men,NULL,NULL,
256,let\\\'s visit the X-Men,NULL,NULL,
257,let\\\'s visit the X-Men,NULL,NULL,
258,let\\\'s visit the X-Men,NULL,NULL,
259,let\\\'s visit the X-Men,NULL,NULL,
260,let\\\'s visit the X-Men,NULL,NULL,
261,let\\\'s visit the X-Men,NULL,NULL,
262,let\\\'s visit the X-Men,NULL,NULL,
263,let\\\'s visit the X-Men,NULL,NULL,
264,let\\\'s visit the X-Men,NULL,NULL,
265,let\\\'s visit the X-Men,NULL,NULL,
266,let\\\'s visit the X-Men,NULL,NULL,
267,let\\\'s visit the X-Men,NULL,NULL,
268,let\\\'s visit the X-Men,NULL,NULL,
269,let\\\'s visit the X-Men,NULL,NULL,
270,let\\\'s visit the X-Men,NULL,NULL,
271,let\\\'s visit the X-Men,NULL,NULL,
272,let\\\'s visit the X-Men,NULL,NULL,
273,let\\\'s visit the X-Men,NULL,NULL,
274,let\\\'s visit the X-Men,NULL,NULL,
275,let\\\'s visit the X-Men,NULL,NULL,
276,let\\\'s visit the X-Men,NULL,NULL,
277,let\\\'s visit the X-Men,NULL,NULL,
278,let\\\'s visit the X-Men,NULL,NULL,
279,let\\\'s visit the X-Men,NULL,NULL,
280,let\\\'s visit the X-Men,NULL,NULL,
281,let\\\'s visit the X-Men,NULL,NULL,
282,let\\\'s visit the X-Men,NULL,NULL,
283,let\\\'s visit the X-Men,NULL,NULL,
284,let\\\'s visit the X-Men,NULL,NULL,
285,let\\\'s visit the X-Men,NULL,NULL,
286,let\\\'s visit the X-Men,NULL,NULL,
287,let\\\'s visit the X-Men,NULL,NULL,
288,let\\\'s visit the X-Men,NULL,NULL,
289,let\\\'s visit the X-Men,NULL,NULL,
290,let\\\'s visit the X-Men,NULL,NULL,
291,let\\\'s visit the X-Men,NULL,NULL,
292,let\\\'s visit the X-Men,NULL,NULL,
293,let\\\'s visit the X-Men,NULL,NULL,
294,let\\\'s visit the X-Men,NULL,NULL,
295,let\\\'s visit the X-Men,NULL,NULL,
296,let\\\'s visit the X-Men,NULL,NULL,
297,Spider\\\'s Web,NULL,NULL,
298,let\\\'s visit the X-Men,NULL,NULL,
299,let\\\'s visit the X-Men,NULL,NULL,
300,Spider\\\'s Web,NULL,NULL,
301,let\\\'s visit the X-Men,NULL,NULL,
302,let\\\'s visit the X-Men,NULL,NULL,
303,let\\\'s visit the X-Men,NULL,NULL,
304,let\\\'s visit the X-Men,NULL,NULL,
305,let\\\'s visit the X-Men,NULL,NULL,
306,Spider\\\'s Web,NULL,NULL,
307,let\\\'s visit the X-Men,NULL,NULL,
308,let\\\'s visit the X-Men,NULL,NULL,
309,let\\\'s visit the X-Men,NULL,NULL,
310,let\\\'s visit the X-Men,NULL,NULL,
311,Spider\\\'s Web,NULL,NULL,
312,let\\\'s visit the X-Men,NULL,NULL,
313,Spider\\\'s Web,NULL,NULL,
314,let\\\'s visit the X-Men,NULL,NULL,
315,Spider\\\'s Web,NULL,NULL,
316,Spider\\\'s Web,NULL,NULL,
317,Spider\\\'s Web,NULL,NULL,
318,Spider\\\'s Web,NULL,NULL,
319,Spider\\\'s Web,NULL,NULL,
320,Spider\\\'s Web,NULL,NULL,
321,Spider\\\'s Web,NULL,NULL,
322,Spider\\\'s Web,NULL,NULL,
323,Spider\\\'s Web,NULL,NULL,
324,Spider\\\'s Web,NULL,NULL,
325,Spider\\\'s Web,NULL,NULL,
326,Spider\\\'s Web,NULL,NULL,
327,Spider\\\'s Web,NULL,NULL,
328,Spider\\\'s Web,NULL,NULL,
329,NULL,NULL,NULL,
331,NULL,NULL,NULL,
332,NULL,NULL,NULL,
333,NULL,NULL,NULL,
334,NULL,NULL,NULL,
335,NULL,NULL,NULL,
336,NULL,NULL,NULL,
337,NULL,NULL,NULL,
339,NULL,NULL,NULL,
340,NULL,NULL,NULL,
341,NULL,NULL,NULL,
342,NULL,NULL,NULL,
343,NULL,NULL,NULL,
344,NULL,NULL,NULL,
345,NULL,NULL,NULL,
346,NULL,NULL,NULL,
347,NULL,NULL,NULL,
348,NULL,NULL,NULL,
349,NULL,NULL,NULL,
350,NULL,NULL,NULL,
351,NULL,NULL,NULL,
352,NULL,NULL,NULL,
353,NULL,NULL,NULL,
354,NULL,NULL,NULL,
355,NULL,NULL,NULL,
356,Spider\\\'s Web,NULL,NULL,
357,Spider\\\'s Web,NULL,NULL,
358,Spider\\\'s Web,NULL,NULL,
359,Spider\\\'s Web,NULL,NULL,
360,Spider\\\'s Web,NULL,NULL,
361,Spider\\\'s Web,NULL,NULL,
362,Spider\\\'s Web,NULL,NULL,
363,Spider\\\'s Web,NULL,NULL,
364,Spider\\\'s Web,NULL,NULL,
365,Spider\\\'s Web,NULL,NULL,
366,Spider\\\'s Web,NULL,NULL,
367,Spider\\\'s Web,NULL,NULL,
368,Spider\\\'s Web,NULL,NULL,
369,Spider\\\'s Web,NULL,NULL,
370,Spider\\\'s Web,NULL,NULL,
371,Spider\\\'s Web,NULL,NULL,
372,Spider\\\'s Web,NULL,NULL,
373,Spider\\\'s Web,NULL,NULL,
374,Spider\\\'s Web,NULL,NULL,
375,Spider\\\'s Web,NULL,NULL,
376,Spider\\\'s Web,NULL,NULL,
377,Spider\\\'s Web,NULL,NULL,
378,Spider\\\'s Web,NULL,NULL,
379,Spider\\\'s Web,NULL,NULL,
380,Spider\\\'s Web,NULL,NULL,
381,Spider\\\'s Web,NULL,NULL,
382,Spider\\\'s Web,NULL,NULL,
383,Spider\\\'s Web,NULL,NULL,
384,Spider\\\'s Web,NULL,NULL,
385,Spider\\\'s Web,NULL,NULL,
386,Spider\\\'s Web,NULL,NULL,
387,Spider\\\'s Web,NULL,NULL,
388,Spider\\\'s Web,NULL,NULL,
389,Spider\\\'s Web,NULL,NULL,
390,Spider\\\'s Web,NULL,NULL,
391,Spider\\\'s Web,NULL,NULL,
392,Spider\\\'s Web,NULL,NULL,
393,Spider\\\'s Web,NULL,NULL,
394,Spider\\\'s Web,NULL,NULL,
395,Spider\\\'s Web,NULL,NULL,
396,NULL,NULL,NULL,
397,NULL,NULL,NULL,
398,Spider\\\'s Web,NULL,NULL,
399,NULL,NULL,NULL,
400,Spider\\\'s Web,NULL,NULL,
402,Spider\\\'s Web,NULL,NULL,
403,NULL,NULL,NULL,
404,NULL,NULL,NULL,
405,NULL,NULL,NULL,
406,Spider\\\'s Web,NULL,NULL,
407,NULL,NULL,NULL,
408,NULL,NULL,NULL,
409,NULL,NULL,NULL,
410,NULL,NULL,NULL,
411,Spider\\\'s Web,NULL,NULL,
412,NULL,NULL,NULL,
413,Spider\\\'s Web,NULL,NULL,
414,NULL,NULL,NULL,
415,Spider\\\'s Web,NULL,NULL,
416,NULL,NULL,NULL,
417,Spider\\\'s Web,NULL,NULL,
418,Spider\\\'s Web,NULL,NULL,
419,Spider\\\'s Web,NULL,NULL,
420,Spider\\\'s Web,NULL,NULL,
421,NULL,NULL,NULL,
422,NULL,NULL,NULL,
423,NULL,NULL,NULL,
424,NULL,NULL,NULL,
425,NULL,NULL,NULL,
426,NULL,NULL,NULL,
427,NULL,NULL,NULL,
428,NULL,NULL,NULL,
429,NULL,NULL,NULL,
430,NULL,NULL,NULL,
431,NULL,NULL,NULL,
432,NULL,NULL,NULL,
433,NULL,NULL,NULL,
434,NULL,NULL,NULL,
435,NULL,NULL,NULL,
436,NULL,NULL,NULL,
437,NULL,NULL,NULL,
438,NULL,NULL,NULL,
439,NULL,NULL,NULL,
440,NULL,NULL,NULL,
441,NULL,NULL,NULL,
442,NULL,NULL,NULL,
443,NULL,NULL,NULL,
444,NULL,NULL,NULL,
445,NULL,NULL,NULL,
446,NULL,NULL,NULL,
447,NULL,NULL,NULL,
448,NULL,NULL,NULL,
449,NULL,NULL,NULL,
450,NULL,NULL,NULL,
451,NULL,NULL,NULL,
452,NULL,NULL,NULL,
453,NULL,NULL,NULL,
454,NULL,NULL,NULL,
455,NULL,NULL,NULL,
456,NULL,NULL,NULL,
457,NULL,NULL,NULL,
458,NULL,NULL,NULL,
459,NULL,NULL,NULL,
460,NULL,NULL,NULL,
461,NULL,NULL,NULL,
462,NULL,NULL,NULL,
463,NULL,NULL,NULL,
464,NULL,NULL,NULL,
465,NULL,NULL,NULL,
466,NULL,NULL,NULL,
467,NULL,NULL,NULL,
468,NULL,NULL,NULL,
469,NULL,NULL,NULL,
470,NULL,NULL,NULL,
471,NULL,NULL,NULL,
472,NULL,NULL,NULL,
473,NULL,NULL,NULL,
474,Spider\\\'s Web,NULL,NULL,
475,Spider\\\'s Web,NULL,NULL,
476,Spider\\\'s Web,NULL,NULL,
477,Spider\\\'s Web,NULL,NULL,
478,Spider\\\'s Web,NULL,NULL,
479,Spider\\\'s Web,NULL,NULL,
480,NULL,NULL,NULL,
481,NULL,NULL,NULL,
482,NULL,NULL,NULL,
483,NULL,NULL,NULL,
484,NULL,NULL,NULL,
485,NULL,NULL,NULL,
486,NULL,NULL,NULL,
487,NULL,NULL,NULL,
488,NULL,NULL,NULL,
489,NULL,NULL,NULL,
490,NULL,NULL,NULL,
491,NULL,NULL,NULL,
492,NULL,NULL,NULL,
493,NULL,NULL,NULL,
494,NULL,NULL,NULL,
495,NULL,NULL,NULL,
496,NULL,NULL,NULL,
497,NULL,NULL,NULL,
498,NULL,NULL,NULL,
499,NULL,NULL,NULL,
500,NULL,NULL,NULL,
501,NULL,NULL,NULL,
502,NULL,NULL,NULL,
503,NULL,NULL,NULL,
504,NULL,NULL,NULL,
505,NULL,NULL,NULL,
506,NULL,NULL,NULL,
507,NULL,NULL,NULL,
508,NULL,NULL,NULL,
509,NULL,NULL,NULL,
510,NULL,NULL,NULL,
511,NULL,NULL,NULL,
512,NULL,NULL,NULL,
513,NULL,NULL,NULL,
514,NULL,NULL,NULL,
515,NULL,NULL,NULL,
516,NULL,NULL,NULL,
517,NULL,NULL,NULL,
518,NULL,NULL,NULL,
519,Spider\\\'s Web,NULL,NULL,
520,Spider\\\'s Web,NULL,NULL,
521,Spider\\\'s Web,NULL,NULL,
522,Spider\\\'s Web,NULL,NULL,
523,Spider\\\'s Web,NULL,NULL,
524,Spider\\\'s Web,NULL,NULL,
525,Spider\\\'s Web,NULL,NULL,
526,NULL,NULL,NULL,
527,NULL,NULL,NULL,
528,NULL,NULL,NULL,
529,NULL,NULL,NULL,
530,NULL,NULL,NULL,
531,NULL,NULL,NULL,
532,NULL,NULL,NULL,
533,NULL,NULL,NULL,
534,NULL,NULL,NULL,
535,NULL,NULL,NULL,
536,NULL,NULL,NULL,
537,NULL,NULL,NULL,
538,NULL,NULL,NULL,
540,NULL,NULL,NULL,
541,NULL,NULL,NULL,
542,NULL,NULL,NULL,
543,NULL,NULL,NULL,
544,NULL,NULL,NULL,
545,NULL,NULL,NULL,
546,Spider\\\'s Web,NULL,NULL,
547,Spider\\\'s Web,NULL,NULL,
548,Spider\\\'s Web,NULL,NULL,
549,Spider\\\'s Web,NULL,NULL,
550,Spider\\\'s Web,NULL,NULL,
551,Spider\\\'s Web,NULL,NULL,
552,Spider\\\'s Web,NULL,NULL,
553,let\\\'s visit the X-Men,NULL,NULL,
554,Let\\\'s Talk About the Hulk,NULL,NULL,
555,let\\\'s visit the X-Men,NULL,NULL,
556,let\\\'s visit the X-Men,NULL,NULL,
557,let\\\'s visit the X-Men,NULL,NULL,
558,let\\\'s visit the X-Men,NULL,NULL,
560,let\\\'s visit the X-Men,NULL,NULL,
561,Let\\\'s Talk About the Hulk,NULL,NULL,
562,NULL,NULL,NULL,
563,let\\\'s visit the X-Men,NULL,NULL,
564,Let\\\'s Talk About the Hulk,NULL,NULL,
565,let\\\'s visit the X-Men,NULL,NULL,
566,Mails of Suspense,NULL,NULL,
567,Let\\\'s Talk About the Hulk,NULL,"State only listed as O., now sure what state this is.",
568,let\\\'s visit the X-Men,NULL,NULL,
569,Let\\\'s Talk About the Hulk,NULL,NULL,
570,Mails of Suspense,NULL,NULL,
571,Let\\\'s Talk About the Hulk,NULL,NULL,
572,NULL,NULL,NULL,
573,let\\\'s visit the X-Men,NULL,NULL,
574,Let\\\'s Talk About the Hulk,NULL,NULL,
575,Mails of Suspense,NULL,NULL,
576,let\\\'s visit the X-Men,NULL,NULL,
577,let\\\'s visit the X-Men,NULL,NULL,
578,let\\\'s visit the X-Men,NULL,NULL,
579,Mails of Suspense,NULL,NULL,
580,Mails to Astonish,NULL,NULL,
581,let\\\'s visit the X-Men,NULL,NULL,
582,Let\\\'s Talk About the Hulk,NULL,NULL,
583,let\\\'s visit the X-Men,NULL,NULL,
584,Let\\\'s Talk About the Hulk,NULL,NULL,
585,Mails of Suspense,NULL,NULL,
586,Mails to Astonish,NULL,NULL,
587,let\\\'s visit the X-Men,NULL,NULL,
588,Mails of Suspense,NULL,NULL,
589,Let\\\'s Talk About the Hulk,NULL,NULL,
590,let\\\'s visit the X-Men,NULL,NULL,
591,Mails to Astonish,NULL,NULL,
592,Let\\\'s Talk About the Hulk,NULL,NULL,
593,Let\\\'s Talk About the Hulk,NULL,NULL,
594,Mails to Astonish,NULL,NULL,
595,Mails to Astonish,NULL,NULL,
596,Let\\\'s Talk About the Hulk,NULL,NULL,
597,Mails to Astonish,NULL,NULL,
598,Let\\\'s Talk About the Hulk,NULL,NULL,
599,Let\\\'s Talk About the Hulk,NULL,NULL,
600,let\\\'s visit the X-Men,NULL,"Person was writing from Germany, but looks like he was the son of a soldier as the rest of the address contained the following: c/o Col. Wm. A. Trippet Hq. USAFE DCS/O (OOS) APO, New York, NY 09633",
601,Let\\\'s Talk About the Hulk,NULL,NULL,
602,Mails to Astonish,NULL,NULL,
603,let\\\'s visit the X-Men,NULL,NULL,
604,Let\\\'s Talk About the Hulk,NULL,NULL,
605,let\\\'s visit the X-Men,NULL,NULL,
606,Mails to Astonish,NULL,NULL,
607,Mails to Astonish,NULL,NULL,
608,Mails to Astonish,NULL,NULL,
609,let\\\'s visit the X-Men,NULL,NULL,
610,let\\\'s visit the X-Men,NULL,NULL,
611,let\\\'s visit the X-Men,NULL,NULL,
612,Spider\\\'s Web,NULL,NULL,
613,Spider\\\'s Web,NULL,NULL,
614,Spider\\\'s Web,NULL,NULL,
615,Spider\\\'s Web,NULL,NULL,
616,Spider\\\'s Web,NULL,NULL,
617,Spider\\\'s Web,NULL,NULL,
618,Spider\\\'s Web,NULL,NULL,
619,Spider\\\'s Web,NULL,NULL,
620,Spider\\\'s Web,NULL,NULL,
621,Spider\\\'s Web,NULL,NULL,
622,Spider\\\'s Web,NULL,NULL,
623,Spider\\\'s Web,NULL,NULL,
624,Spider\\\'s Web,NULL,NULL,
625,Spider\\\'s Web,NULL,NULL,
626,Spider\\\'s Web,NULL,NULL,
627,Spider\\\'s Web,NULL,NULL,
628,Spider\\\'s Web,NULL,NULL,
629,Spider\\\'s Web,NULL,NULL,
630,Mutant Mail-Box,NULL,NULL,
631,Mutant Mail-Box,NULL,NULL,
632,Mutant Mail-Box,NULL,NULL,
633,Mutant Mail-Box,NULL,NULL,
634,Mutant Mail-Box,NULL,NULL,
635,Mutant Mail-Box,NULL,NULL,
636,Mutant Mail-Box,NULL,NULL,
637,Mutant Mail-Box,NULL,NULL,
638,Mutant Mail-Box,NULL,NULL,
639,Mutant Mail-Box,NULL,NULL,
640,Mutant Mail-Box,NULL,NULL,
641,Mutant Mail-Box,NULL,NULL,
642,Mutant Mail-Box,NULL,NULL,
643,Mutant Mail-Box,NULL,NULL,
644,Mutant Mail-Box,NULL,NULL,
645,Mutant Mail-Box,NULL,NULL,
646,Mutant Mail-Box,NULL,NULL,
647,Mutant Mail-Box,NULL,NULL,
648,Mutant Mail-Box,NULL,NULL,
649,Mutant Mail-Box,NULL,NULL,
650,Mutant Mail-Box,NULL,NULL,
651,Mutant Mail-Box,NULL,NULL,
652,Mutant Mail-Box,NULL,NULL,
653,Mutant Mail-Box,NULL,NULL,
654,Mutant Mail-Box,NULL,NULL,
655,Mutant Mail-Box,NULL,NULL,
656,Mutant Mail-Box,NULL,NULL,
657,Mutant Mail-Box,NULL,NULL,
658,Mutant Mail-Box,NULL,NULL,
659,Mutant Mail-Box,NULL,NULL,
660,Mutant Mail-Box,NULL,NULL,
661,Mutant Mail-Box,NULL,NULL,
662,Mutant Mail-Box,NULL,NULL,
663,Mutant Mail-Box,NULL,NULL,
664,Mutant Mail-Box,NULL,NULL,
665,Mutant Mail-Box,NULL,NULL,
666,Mutant Mail-Box,NULL,NULL,
